initial leftsum: 131072
i: 16110, data[i]: 512, leftsum = 130560, rightSum = 512
i: 14662, data[i]: 1, leftsum = 113789, rightSum = 17283
i: 14661, data[i]: 1, leftsum = 113788, rightSum = 17284
i: 14660, data[i]: 0, leftsum = 113788, rightSum = 17284
i: 14659, data[i]: 0, leftsum = 113788, rightSum = 17284
i: 14658, data[i]: 0, leftsum = 113788, rightSum = 17284
i: 14657, data[i]: 0, leftsum = 113788, rightSum = 17284
i: 14656, data[i]: 0, leftsum = 113788, rightSum = 17284
i: 14655, data[i]: 0, leftsum = 113788, rightSum = 17284
i: 14654, data[i]: 0, leftsum = 113788, rightSum = 17284
i: 14653, data[i]: 0, leftsum = 113788, rightSum = 17284
i: 14652, data[i]: 4, leftsum = 113784, rightSum = 17288
i: 14651, data[i]: 1, leftsum = 113783, rightSum = 17289
i: 14650, data[i]: 0, leftsum = 113783, rightSum = 17289
i: 14649, data[i]: 1, leftsum = 113782, rightSum = 17290
i: 14648, data[i]: 2, leftsum = 113780, rightSum = 17292
i: 14647, data[i]: 1, leftsum = 113779, rightSum = 17293
i: 14646, data[i]: 0, leftsum = 113779, rightSum = 17293
i: 14645, data[i]: 1, leftsum = 113778, rightSum = 17294
i: 14644, data[i]: 0, leftsum = 113778, rightSum = 17294
i: 14643, data[i]: 0, leftsum = 113778, rightSum = 17294
i: 14642, data[i]: 0, leftsum = 113778, rightSum = 17294
i: 14641, data[i]: 1, leftsum = 113777, rightSum = 17295
i: 14640, data[i]: 1, leftsum = 113776, rightSum = 17296
i: 14639, data[i]: 0, leftsum = 113776, rightSum = 17296
i: 14638, data[i]: 0, leftsum = 113776, rightSum = 17296
i: 14637, data[i]: 0, leftsum = 113776, rightSum = 17296
i: 14636, data[i]: 4, leftsum = 113772, rightSum = 17300
i: 14635, data[i]: 2, leftsum = 113770, rightSum = 17302
i: 14634, data[i]: 2, leftsum = 113768, rightSum = 17304
i: 14633, data[i]: 8, leftsum = 113760, rightSum = 17312
i: 14632, data[i]: 8, leftsum = 113752, rightSum = 17320
i: 14631, data[i]: 8, leftsum = 113744, rightSum = 17328
i: 14630, data[i]: 16, leftsum = 113728, rightSum = 17344
i: 14629, data[i]: 32, leftsum = 113696, rightSum = 17376
i: 14628, data[i]: 16, leftsum = 113680, rightSum = 17392
i: 14627, data[i]: 16, leftsum = 113664, rightSum = 17408
i: 14626, data[i]: 1, leftsum = 113663, rightSum = 17409
i: 14625, data[i]: 0, leftsum = 113663, rightSum = 17409
i: 14624, data[i]: 1, leftsum = 113662, rightSum = 17410
i: 14623, data[i]: 0, leftsum = 113662, rightSum = 17410
i: 14622, data[i]: 0, leftsum = 113662, rightSum = 17410
i: 14621, data[i]: 1, leftsum = 113661, rightSum = 17411
i: 14620, data[i]: 0, leftsum = 113661, rightSum = 17411
i: 14619, data[i]: 0, leftsum = 113661, rightSum = 17411
i: 14618, data[i]: 1, leftsum = 113660, rightSum = 17412
i: 14617, data[i]: 0, leftsum = 113660, rightSum = 17412
i: 14616, data[i]: 0, leftsum = 113660, rightSum = 17412
i: 14615, data[i]: 0, leftsum = 113660, rightSum = 17412
i: 14614, data[i]: 0, leftsum = 113660, rightSum = 17412
i: 14613, data[i]: 0, leftsum = 113660, rightSum = 17412
i: 14612, data[i]: 1, leftsum = 113659, rightSum = 17413
i: 14611, data[i]: 0, leftsum = 113659, rightSum = 17413
i: 14610, data[i]: 0, leftsum = 113659, rightSum = 17413
i: 14609, data[i]: 0, leftsum = 113659, rightSum = 17413
i: 14608, data[i]: 0, leftsum = 113659, rightSum = 17413
i: 14607, data[i]: 0, leftsum = 113659, rightSum = 17413
i: 14606, data[i]: 0, leftsum = 113659, rightSum = 17413
i: 14605, data[i]: 0, leftsum = 113659, rightSum = 17413
i: 14604, data[i]: 0, leftsum = 113659, rightSum = 17413
i: 14603, data[i]: 0, leftsum = 113659, rightSum = 17413
i: 14602, data[i]: 0, leftsum = 113659, rightSum = 17413
i: 14601, data[i]: 0, leftsum = 113659, rightSum = 17413
i: 14600, data[i]: 0, leftsum = 113659, rightSum = 17413
i: 14599, data[i]: 1, leftsum = 113658, rightSum = 17414
i: 14598, data[i]: 0, leftsum = 113658, rightSum = 17414
i: 14597, data[i]: 0, leftsum = 113658, rightSum = 17414
i: 14596, data[i]: 0, leftsum = 113658, rightSum = 17414
i: 14595, data[i]: 0, leftsum = 113658, rightSum = 17414
i: 14594, data[i]: 0, leftsum = 113658, rightSum = 17414
i: 14593, data[i]: 0, leftsum = 113658, rightSum = 17414
i: 14592, data[i]: 0, leftsum = 113658, rightSum = 17414
i: 14591, data[i]: 0, leftsum = 113658, rightSum = 17414
i: 14590, data[i]: 0, leftsum = 113658, rightSum = 17414
i: 14589, data[i]: 2, leftsum = 113656, rightSum = 17416
i: 14588, data[i]: 1, leftsum = 113655, rightSum = 17417
i: 14587, data[i]: 1, leftsum = 113654, rightSum = 17418
i: 14586, data[i]: 0, leftsum = 113654, rightSum = 17418
i: 14585, data[i]: 0, leftsum = 113654, rightSum = 17418
i: 14584, data[i]: 0, leftsum = 113654, rightSum = 17418
i: 14583, data[i]: 0, leftsum = 113654, rightSum = 17418
i: 14582, data[i]: 0, leftsum = 113654, rightSum = 17418
i: 14581, data[i]: 0, leftsum = 113654, rightSum = 17418
i: 14580, data[i]: 0, leftsum = 113654, rightSum = 17418
i: 14579, data[i]: 1, leftsum = 113653, rightSum = 17419
i: 14578, data[i]: 0, leftsum = 113653, rightSum = 17419
i: 14577, data[i]: 1, leftsum = 113652, rightSum = 17420
i: 14576, data[i]: 0, leftsum = 113652, rightSum = 17420
i: 14575, data[i]: 1, leftsum = 113651, rightSum = 17421
i: 14574, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14573, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14572, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14571, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14570, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14569, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14568, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14567, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14566, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14565, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14564, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14563, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14562, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14561, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14560, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14559, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14558, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14557, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14556, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14555, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14554, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14553, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14552, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14551, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14550, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14549, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14548, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14547, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14546, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14545, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14544, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14543, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14542, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14541, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14540, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14539, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14538, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14537, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14536, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14535, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14534, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14533, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14532, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14531, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14530, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14529, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14528, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14527, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14526, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14525, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14524, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14523, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14522, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14521, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14520, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14519, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14518, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14517, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14516, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14515, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14514, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14513, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14512, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14511, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14510, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14509, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14508, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14507, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14506, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14505, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14504, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14503, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14502, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14501, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14500, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14499, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14498, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14497, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14496, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14495, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14494, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14493, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14492, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14491, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14490, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14489, data[i]: 0, leftsum = 113651, rightSum = 17421
i: 14488, data[i]: 1, leftsum = 113650, rightSum = 17422
i: 14487, data[i]: 0, leftsum = 113650, rightSum = 17422
i: 14486, data[i]: 0, leftsum = 113650, rightSum = 17422
i: 14485, data[i]: 0, leftsum = 113650, rightSum = 17422
i: 14484, data[i]: 0, leftsum = 113650, rightSum = 17422
i: 14483, data[i]: 0, leftsum = 113650, rightSum = 17422
i: 14482, data[i]: 0, leftsum = 113650, rightSum = 17422
i: 14481, data[i]: 1, leftsum = 113649, rightSum = 17423
i: 14480, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14479, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14478, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14477, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14476, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14475, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14474, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14473, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14472, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14471, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14470, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14469, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14468, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14467, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14466, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14465, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14464, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14463, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14462, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14461, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14460, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14459, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14458, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14457, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14456, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14455, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14454, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14453, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14452, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14451, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14450, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14449, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14448, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14447, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14446, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14445, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14444, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14443, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14442, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14441, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14440, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14439, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14438, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14437, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14436, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14435, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14434, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14433, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14432, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14431, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14430, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14429, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14428, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14427, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14426, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14425, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14424, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14423, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14422, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14421, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14420, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14419, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14418, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14417, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14416, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14415, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14414, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14413, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14412, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14411, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14410, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14409, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14408, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14407, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14406, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14405, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14404, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14403, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14402, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14401, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14400, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14399, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14398, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14397, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14396, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14395, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14394, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14393, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14392, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14391, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14390, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14389, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14388, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14387, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14386, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14385, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14384, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14383, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14382, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14381, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14380, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14379, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14378, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14377, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14376, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14375, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14374, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14373, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14372, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14371, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14370, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14369, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14368, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14367, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14366, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14365, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14364, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14363, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14362, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14361, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14360, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14359, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14358, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14357, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14356, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14355, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14354, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14353, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14352, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14351, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14350, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14349, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14348, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14347, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14346, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14345, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14344, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14343, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14342, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14341, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14340, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14339, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14338, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14337, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14336, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14335, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14334, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14333, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14332, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14331, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14330, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14329, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14328, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14327, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14326, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14325, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14324, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14323, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14322, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14321, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14320, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14319, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14318, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14317, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14316, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14315, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14314, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14313, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14312, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14311, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14310, data[i]: 0, leftsum = 113649, rightSum = 17423
i: 14309, data[i]: 0, leftsum = 113649, rightSum = 17423
